chicken_gene_id,gene_name,gene_id,chromosome,is_X,is_Y,CO_Mega_human,CO_Mega_chicken,exp_codon_score_human,exp_codon_score_chicken,normalized_score,log2_normalized_score
ENSGALG00010012775,KCNE2,KCNE2,21,0,0,0.4174935030498155,0.0559673202382781,1.3356050959296994,1.039555887008484,1.2847843128214609,0.3615261828115371
ENSGALG00010005949,SLITRK1,SLITRK1,13,0,0,-1.1714191819156472,-1.7691864073355044,0.4439843774028073,0.29337413591841816,1.5133725950752217,0.5977672254198573
ENSGALG00010010931,CYYR1,CYYR1,21,0,0,-0.2424561056744654,-0.6476488765200674,0.8453050033365939,0.6383197199240188,1.3242658450802884,0.40519277084560207
ENSGALG00010005237,RAP2A,RAP2A,13,0,0,-1.055295852641537,-1.431236433585307,0.4811985323261317,0.37081295843909523,1.2976853191746451,0.37594058094377
ENSGALG00010006835,FRY,FRY,13,0,0,-0.5370646292514838,-0.8880594115186715,0.6891717025694264,0.5403404488411011,1.2754397788422691,0.3509947822671876
ENSGALG00010005760,GPR18,GPR18,13,0,0,0.8100929721013657,0.4708650604440719,1.753324429091147,1.3859402484763572,1.2650793791569845,0.33922791165729377
ENSGALG00010005935,ATP8A2,ATP8A2,13,0,0,0.1918964187978424,-0.2915709233066315,1.1422642327384496,0.8170119451983103,1.398099794564438,0.48346734210447384
ENSGALG00010006202,SACS,SACS,13,0,0,0.8585108416470124,-0.1795060141395627,1.8131657839391675,0.8830052898779278,2.0534030823188285,1.0380168557865752
ENSGALG00010002897,SERPINE3,SERPINE3,13,0,0,-1.2746633940589671,-0.707380375102394,0.4133215829694624,0.6124311735535699,0.6748865845139883,-0.5672830189565732
ENSGALG00010005165,METTL21C,METTL21C,13,0,0,-0.2188416581019421,-0.4436457961300869,0.8592550566579682,0.7352741671773642,1.1686185847607742,0.2248041380281449
ENSGALG00010005520,ZIC2,ZIC2,13,0,0,-2.719200977939053,-2.2022592150897324,0.15185844252616978,0.21729709383144702,0.6988516958444153,-0.5169417628493205
ENSGALG00010005525,ZIC5,ZIC5,13,0,0,-3.0293731170377374,-1.7196293620257244,0.12248074623542313,0.303626714807057,0.4033925220093195,-1.309743755012013
ENSGALG00010004613,GSX1,GSX1,13,0,0,-2.390970647986681,-2.9367564743001733,0.190654085525523,0.130601513922339,1.4598152793151669,0.545785826313492
ENSGALG00010008381,C18orf21,C18orf21,18,0,0,-0.4325846397439434,-0.55275803116718,0.740933187260139,0.6817156314088745,1.0868654804480307,0.12017339142323655
ENSGALG00010007699,SLC39A6,SLC39A6,18,0,0,-0.1685739995323114,-0.7406797740813781,0.8897216726796854,0.5984573026668707,1.4866919807225514,0.5721057745490667
ENSGALG00010000715,PCDH20,PCDH20,13,0,0,-0.3175333370998476,-0.8757624348228397,0.8024406867153657,0.5449657869446438,1.4724606680618568,0.5582290977229921
ENSGALG00010005343,RNF17,RNF17,13,0,0,0.9630118107311834,-0.3450857225397283,1.9493752204242587,0.78726119742853,2.476147975781861,1.3080975332709115
ENSGALG00010002820,DLEU7,DLEU7,13,0,0,-2.8110977151300727,-2.80947756228049,0.1424870079770247,0.14264711139263486,0.9988776259536762,-0.0016201528495827244
ENSGALG00010000734,SLAIN1,SLAIN1,13,0,0,-1.9559002353891284,-2.376233933012884,0.25775990358153017,0.19261154259409932,1.3382370553187537,0.42033369762375555
ENSGALG00010011008,ONECUT2,ONECUT2,18,0,0,-2.923189396336488,-2.7829316555251484,0.1318354811965259,0.14529614635911547,0.9073570393992416,-0.14025774081133932
ENSGALG00010001940,PTPRM,PTPRM,18,0,0,-0.5005737872489924,-0.4390251369587231,0.7068256072926342,0.7376328762003703,0.958234956844077,-0.061548650290269145
ENSGALG00010006608,KL,KL,13,0,0,-0.5142247803016602,-0.5339575619794845,0.700169061521289,0.6906575400132294,1.0137716899577718,0.01973278167782438
ENSGALG00010005163,GPC6,GPC6,13,0,0,-0.8268201879373116,-1.041220887894248,0.5637704679165179,0.48591609074106246,1.1602218544702254,0.21440069995693628
ENSGALG00010004296,DSG1,DSG1,18,0,0,0.584832038553813,0.26213261121374,1.4998643619077383,1.1992501427054625,1.2506684873300091,0.3226994273400731
ENSGALG00010005321,HS6ST3,HS6ST3,13,0,0,-2.2159301566537835,-1.4553308103107003,0.2152477173443948,0.364671457221821,0.5902510686858191,-0.7605993463430831
ENSGALG00010007252,NFATC1,NFATC1,18,0,0,-3.156833270276623,-1.9246948725733417,0.11212397717945945,0.2633959608737713,0.4256860158656466,-1.2321383977032814
ENSGALG00010005433,GPC5,GPC5,13,0,0,0.1344596058322498,-0.5720827702214729,1.097681575227959,0.6726450122007923,1.6318883739827514,0.7065423760537227
ENSGALG00010014396,ING1,ING1,13,0,0,-2.609199189054386,-1.622832841356418,0.16389012234295677,0.3246972697283603,0.5047474605501494,-0.9863663476979683
ENSGALG00010004966,LAMA3,LAMA3,18,0,0,-0.8621101459385532,-0.6344075695715667,0.5501473007929044,0.6442052978650058,0.8539937541901256,-0.22770257636698657
ENSGALG00010001395,GNAL,GNAL,18,0,0,-1.196061085054204,-0.5849276633099925,0.4364653148269446,0.6666827651632522,0.654682163142565,-0.6111334217442115
ENSGALG00010004061,MEP1B,MEP1B,18,0,0,0.4316069262458057,-0.9392598366812512,1.3487350106789766,0.5215003634504285,2.5862590042224993,1.370866762927057
ENSGALG00010012046,LOXHD1,LOXHD1,18,0,0,-1.1552217407568257,-0.8373782148459272,0.4489971707309329,0.5596597055143567,0.8022681752982036,-0.31784352591089826
ENSGALG00010011758,SERPINB11,SERPINB11,18,0,0,0.166518352313874,-0.5751422067747763,1.1223466610164463,0.6712200858143291,1.6720993378122873,0.7416605590886503
ENSGALG00010001146,DIPK1C,DIPK1C,18,0,0,-2.3457452138742347,-1.598933369187118,0.19672535081059755,0.33012095652487433,0.5959190015729112,-0.746811844687117
ENSGALG00010001148,C18orf63,C18orf63,18,0,0,0.4069535133424544,-0.6984485952232442,1.3258830368803587,0.6162345194276116,2.1515883889657834,1.1054021085656984
ENSGALG00010001892,RAB12,RAB12,18,0,0,-1.5929323291349515,-1.2851636746009771,0.3314969888644347,0.4103242502369595,0.8078903176524356,-0.3077686545339743
ENSGALG00010008160,TXNL4A,TXNL4A,18,0,0,-0.1503999532165938,-1.5031896487792529,0.90100064677891,0.35277258425448776,2.5540551817057704,1.3527896955626588
ENSGALG00010010252,WDR7,WDR7,18,0,0,0.027075504912446,-1.0484687187189068,1.0189445227193195,0.4834810606139334,2.1075169344285056,1.0755442236313526
ENSGALG00010001666,PIEZO2,PIEZO2,18,0,0,-0.1446863810701106,-0.407486237521925,0.9045759966075085,0.7539358933618283,1.199804923166571,0.26279985645181425
ENSGALG00010010415,CPLX4,CPLX4,18,0,0,0.8749905800421995,-0.911616519817612,1.8339961114445105,0.5315891191522318,3.450025678421207,1.7866070998598114
ENSGALG00010012126,SIGLEC15,SIGLEC15,18,0,0,-2.803466077472814,-1.8668934612355392,0.14324273969978277,0.2741631425371399,0.5224726357241042,-0.9365726162372752
ENSGALG00010005309,ASXL3,ASXL3,18,0,0,-0.93286774502411,-1.404174431265433,0.5238160807024214,0.3778342966798375,1.3863645659099162,0.4713066862413231
ENSGALG00010013862,C21orf140,C21orf140,21,0,0,-0.0821964518233553,-0.4400746629776483,0.9446184035251598,0.7370964611236328,1.2815397350913607,0.35787821115429297
ENSGALG00010003873,CLUL1,CLUL1,18,0,0,0.0857348491270233,-0.6851075004860074,1.061228149410821,0.6219594804460393,1.7062657339827982,0.7708423496130308
ENSGALG00010001153,TSHZ1,TSHZ1,18,0,0,-2.437502620683043,-1.5073669483332497,0.18460293290738625,0.3517526144553275,0.5248089859779301,-0.9301356723497932
ENSGALG00010007795,ZNF236,ZNF236,18,0,0,-1.878188537223052,-1.0590520510341055,0.27202505875982597,0.47994731417471376,0.5667810835186828,-0.8191364861889467
ENSGALG00010001154,PTGR3,PTGR3,18,0,0,-0.2613725090064793,-0.5990744882036421,0.8342938356974308,0.6601773338212602,1.2637420174187801,0.3377019791971629
ENSGALG00010001274,DLGAP1,DLGAP1,18,0,0,-2.369245414779348,-2.0216642057095027,0.19354683018978605,0.24627392550794006,0.7859006177393553,-0.34758120906984546
ENSGALG00010012195,ITSN1,ITSN1,21,0,0,-0.8567879352360066,-0.6621877385238997,0.5521805837963141,0.6319193119448774,0.8738150161875113,-0.1946001967121069
ENSGALG00010016428,ADRA1D,ADRA1D,20,0,0,-2.2251939394352824,-2.0252959734950697,0.21387000424870864,0.24565474761041908,0.8706121348319411,-0.19989796594021272
ENSGALG00010018279,INSM1,INSM1,20,0,0,-3.2334057373776908,-2.467144404626977,0.10632805873490252,0.18084875801374217,0.5879391149969797,-0.7662613327507136
ENSGALG00010018198,BTBD3,BTBD3,20,0,0,0.1383315671114235,-0.548274203312566,1.1006315327321756,0.68383766718742,1.6094924066686789,0.6866057704239896
ENSGALG00010018147,ISM1,ISM1,20,0,0,-2.2423568593348886,-1.7246071591923438,0.21134078895736702,0.3025809028086206,0.6984604348643839,-0.5177497001425448
ENSGALG00010024476,KCNB1,KCNB1,20,0,0,-1.5546896496152025,-0.8754301572777794,0.34040174796067024,0.5450913164177528,0.6244857287357511,-0.6792594923374229
ENSGALG00010016481,MC3R,MC3R,20,0,0,-1.0492654820472218,-0.5790579407072605,0.48321412019051857,0.6694007438529725,0.721860745790644,-0.47020754133996134
ENSGALG00010015112,CBLN4,CBLN4,20,0,0,-0.5843389351702779,-1.0230214570147949,0.6669548774167849,0.49208469225115825,1.3553660333664141,0.43868252184451695
ENSGALG00010022609,RBBP8NL,RBBP8NL,20,0,0,-4.394663901473949,-2.667830872836348,0.04754166032711752,0.1573630932848832,0.30211442425734597,-1.7268330286376015
ENSGALG00010022825,SS18L1,SS18L1,20,0,0,-3.322812550262704,-1.2437221919680856,0.0999387130131757,0.4222817512402293,0.2366635847266868,-2.0790903582946187
ENSGALG00010022979,LAMA5,LAMA5,20,0,0,-2.925346242252827,-2.1594834771669253,0.13163853287087388,0.22383639271336986,0.5881015650544437,-0.7658627650859017
ENSGALG00010021729,RBPJL,RBPJL,20,0,0,-2.4058275302488834,-2.5685923748141555,0.1887008033168804,0.16856858782417766,1.1194304096187915,0.16276484456527218
ENSGALG00010023342,FITM2,FITM2,20,0,0,-1.4052735367052556,-1.1138881963621945,0.37754655632550443,0.4620470918112972,0.8171170493584595,-0.29138534034306107
ENSGALG00010024349,R3HDML,R3HDML,20,0,0,-1.5441590497197293,-2.2158909073533435,0.3428955175938313,0.21525357335485387,1.5929840896464689,0.6717318576336143
ENSGALG00010014840,NCF4,NCF4,22,0,0,-1.5675074031983751,-0.5201965790975778,0.33739081334269483,0.6972768169850544,0.4838692541099162,-1.0473108241007973
ENSGALG00010024168,BIRC7,BIRC7,20,0,0,-3.0670988332751854,-1.221300872447326,0.11931945238834474,0.4288958101422733,0.2782014875565329,-1.8457979608278594
ENSGALG00010024194,NKAIN4,NKAIN4,20,0,0,-1.488848354640913,-0.6069037893715297,0.35629685284082785,0.656604348965515,0.5426355359999917,-0.8819445652693835
ENSGALG00010014726,PWP2,PWP2,21,0,0,-1.4199401222249417,-0.4542699703592203,0.3737278230778867,0.7298794108018775,0.5120405063451413,-0.9656701518657215
ENSGALG00010012410,CACNA1I,CACNA1I,22,0,0,-2.265078065208389,-1.7524765349936493,0.20803842627278757,0.2967918673345308,0.7009573009569557,-0.5126015302147396
ENSGALG00010015626,XKR7,XKR7,20,0,0,-2.0598410669697493,-2.0457134547291087,0.23984245037533508,0.24220264834653255,0.9902552759546188,-0.014127612240640651
ENSGALG00010013299,PLAGL2,PLAGL2,20,0,0,-2.0856597464973525,-1.7671964045252595,0.23558837444290892,0.2937790851077861,0.8019235758613406,-0.3184633419720929
ENSGALG00010018668,OVOL2,OVOL2,20,0,0,-2.94017382349835,-2.7233264546792366,0.1302925208301294,0.15142481409714098,0.8604436571838554,-0.21684736881911346
ENSGALG00010013104,HLCS,HLCS,21,0,0,-1.2531770997587426,-0.3922445365263273,0.41952331630475453,0.7619432549916783,0.5505965353146101,-0.8609325632324153
ENSGALG00010013096,CLDN14,CLDN14,21,0,0,-2.146649049524136,-0.7855718903623169,0.22583655793274662,0.5801219488342112,0.3892915246295685,-1.3610771591618192
ENSGALG00010015921,SNX21,SNX21,20,0,0,-3.342581703350492,-3.723012343885772,0.0985785996057566,0.07572889332789093,1.3017303604178,0.3804306405352799
ENSGALG00010011104,ABCG1,ABCG1,21,0,0,-1.148412085896524,-0.3296108599290375,0.45112148870886326,0.7957510938213412,0.5669128100628753,-0.8188012259674865
ENSGALG00010000225,LIF,LIF,22,0,0,-2.064323453307816,-2.688878834365375,0.2390984274668929,0.15508393648774121,1.5417356102886433,0.6245553810575587
ENSGALG00010023075,PKDREJ,PKDREJ,22,0,0,-0.058494140418885,-0.6961446003630625,0.9602659049882055,0.6172194368533314,1.5557933656201297,0.6376504599441775
ENSGALG00010013343,SHISAL1,SHISAL1,22,0,0,-1.516170676729951,-0.3142498730234498,0.349612657629189,0.8042690604566289,0.43469614189894884,-1.2019208037065012
ENSGALG00010010991,C2CD2,C2CD2,21,0,0,-2.240479731162548,-1.761320513726007,0.21161594894401925,0.2949780452917739,0.7173955903555532,-0.47915921743654083
ENSGALG00010021212,MYO18B,MYO18B,22,0,0,-2.376185406074903,-2.672371053542639,0.19261802144466403,0.15686864793402536,1.2278936803590854,0.2961856474677358
ENSGALG00010024542,ZNFX1,ZNFX1,20,0,0,-1.2198923834796442,-1.1829396755726456,0.42931474136594716,0.4404531036553627,0.9747115817848093,-0.03695270790699869
ENSGALG00010014186,MOCS3,MOCS3,20,0,0,-1.2757051467250768,-1.8958877703122876,0.4130232361752103,0.26870819566593734,1.537069738984396,0.6201826235872108
ENSGALG00010015653,HCK,HCK,20,0,0,-1.7528808081952914,-1.6728183975804805,0.2967087117226719,0.31364002877575003,0.9460167214013875,-0.08006241061481101
ENSGALG00010007724,RBM11,RBM11,21,0,0,-0.1272522794838266,-0.5774662294247145,0.9155735689869124,0.6701396946889923,1.3662428539049976,0.45021394994088804
ENSGALG00010025575,TRPM2,TRPM2,21,0,0,-2.253958581817093,-2.012388780569246,0.20964806478847417,0.24786237919560797,0.8458244670645405,-0.241569801247847
ENSGALG00010016478,SOX12,SOX12,20,0,0,-3.016703803430408,-2.1682442731910294,0.12356107188758818,0.22248126020344447,0.5553774361696788,-0.8484595302393785
ENSGALG00010000901,PCDH9,PCDH9,13,0,0,-0.1674752905421428,-0.824959763125024,0.8903995134571318,0.5644979460743871,1.577329943623566,0.6574844725828811
ENSGALG00010015986,NEURL2,NEURL2,20,0,0,-2.5188610810492555,-2.836632346910861,0.17448064567094207,0.13998728057353432,1.2464035657817398,0.3177712658616055
ENSGALG00010013861,TCF15,TCF15,20,0,0,-3.3278782113028225,-2.9077219558661507,0.0995884186854036,0.13325652146459036,0.7473436766234873,-0.4201562554366716
ENSGALG00010016274,ZNF831,ZNF831,20,0,0,-3.128285602413561,-1.5080987931206016,0.11436475361271933,0.3515742239934152,0.32529334009099975,-1.6201868092929592
ENSGALG00010012509,MICAL3,MICAL3,22,0,0,-2.4202769837755103,-1.4719150944600567,0.18682028491179772,0.3605034336016729,0.5182205424379369,-0.9483618893154537
ENSGALG00010021447,OCSTAMP,OCSTAMP,20,0,0,-2.0695786785687087,-2.047059779067307,0.2382290612351011,0.24197673004245693,0.9845122760081175,-0.022518899501401672
ENSGALG00010021478,SLC13A3,SLC13A3,20,0,0,-0.8494374226159724,-0.9748159199016538,0.5550011159325926,0.508804762650513,1.0907938696199093,0.12537849728568148
ENSGALG00010013046,SLC12A5,SLC12A5,20,0,0,-1.2646583934310822,-2.2352702690405826,0.41619790453998534,0.21238145931715693,1.9596715545609935,0.9706118756095004
ENSGALG00010008275,CELSR1,CELSR1,22,0,0,-2.503136547706612,-1.8861074780062377,0.1763927844720706,0.2705360059684748,0.652012229723778,-0.6170290697003746
ENSGALG00010011973,TRAPPC10,TRAPPC10,21,0,0,-1.2341702329478768,-0.8207496667280993,0.42508691830930717,0.5661476792336135,0.7508410506685139,-0.4134205662197773
ENSGALG00010013301,PARVB,PARVB,22,0,0,-1.5924027720954896,-0.8080360219302765,0.33161869080498735,0.5711588622665184,0.5806067500888132,-0.7843667501652133
ENSGALG00010002360,DHRSX,DHRSX,X,1,0,-0.5972037454852668,-0.884715961958999,0.6610339410582504,0.5415941414122346,1.220533773379768,0.2875122164737322
ENSGALG00010024490,TGM3,TGM3,20,0,0,-1.0124644323925764,-0.7246811641879067,0.49569876433320514,0.6051307638191921,0.8191597485552986,-0.2877832682046696
ENSGALG00010024526,TGM6,TGM6,20,0,0,-2.252540197094252,-0.6991046572371166,0.20985428150593297,0.6159543520063543,0.34069778194175027,-1.5534355398571351
ENSGALG00010002420,TMEM272,TMEM272,13,0,0,-0.2170812785336071,-0.5652329460265185,0.8603041614419692,0.6758462815878987,1.2729287485620062,0.3481516674929113
ENSGALG00010023684,SLC32A1,SLC32A1,20,0,0,-1.5679102039716175,-1.192320194090855,0.33729662690233153,0.4375985327364876,0.7707901230679955,-0.3755900098807623
ENSGALG00010001890,KLHL34,KLHL34,X,1,0,-2.5528962051642594,-1.2704028363250712,0.17041258581943264,0.414544005752246,0.4110844288055644,-1.282493368839188
ENSGALG00010000271,RTN4R,RTN4R,22,0,0,-2.569405367236594,-2.2006651726260578,0.16847362223969634,0.2175373193916599,0.774458482392035,-0.36874019461053636
ENSGALG00010013205,KCNJ6,KCNJ6,21,0,0,-0.8515663851713047,-0.7197607501479085,0.5541827134482564,0.6071981287691305,0.9126884408745738,-0.1318056350233962
ENSGALG00010001918,CNKSR2,CNKSR2,X,1,0,-0.3694284096003759,-1.2417149347348413,0.7740891272521675,0.4228696911804954,1.8305618572265079,0.8722865251344653
ENSGALG00010022795,TAF4,TAF4,20,0,0,-2.782342165975905,-0.9125207462546114,0.1453555269338858,0.5312560436802952,0.2736072909908567,-1.8698214197212932
ENSGALG00010017856,FASTKD5,FASTKD5,20,0,0,0.1061481143339193,-1.5225698910015195,1.0763506226837156,0.3480653508103006,3.092380842212411,1.6287180053354389
ENSGALG00010014923,CIMIP1,CIMIP1,20,0,0,-1.2348231054938257,-1.652409531075775,0.42489459437077726,0.31810842105553827,1.3356911236769657,0.4175864255819493
ENSGALG00010015511,BPIFB4,BPIFB4,20,0,0,-1.1350190347695577,-1.901559560759058,0.45532890919369606,0.267653873976952,1.701185573846411,0.7665405259895005
ENSGALG00010012606,ATP5PO,ATP5PO,21,0,0,0.3599875967757775,-1.2053772033418404,1.2834148636643317,0.43365594618193604,2.9595232694581517,1.565364800117618
ENSGALG00010016680,BPIFB3,BPIFB3,20,0,0,-1.569037519208928,-1.13033310921474,0.3370331678231976,0.45681023832498024,0.73779687832528,-0.4387044099941881
ENSGALG00010024732,AHCY,AHCY,20,0,0,-0.9016155730509148,-0.167846684131712,0.5352869651613442,0.8901703270379144,0.6013309463398291,-0.7337688889192029
ENSGALG00010000820,KLF5,KLF5,13,0,0,-1.3737437341380474,-2.124600100891512,0.38588858305068885,0.22931456545366055,1.682791419233544,0.7508563667534648
ENSGALG00010003821,RUBCNL,RUBCNL,13,0,0,-0.8040389368753615,-1.5845114991214118,0.5727434910155783,0.3334375531183471,1.7176934201298384,0.7804725622460502
ENSGALG00010001210,PANX2,PANX2,22,0,0,-2.562188758566613,-1.1602297553465577,0.16931846753675228,0.4474412728561164,0.37841495143252013,-1.4019590032200553
ENSGALG00010015155,HMOX1,HMOX1,22,0,0,-2.0089221729358737,-1.5035867968494372,0.248458676223988,0.35267548565434365,0.7044965877427095,-0.5053353760864365
ENSGALG00010015026,SPO11,SPO11,20,0,0,0.7536402937089122,0.0761899724384411,1.6860417882993726,1.0542302339868035,1.5993107899431367,0.6774503212704711
ENSGALG00010014910,CACNG2,CACNG2,22,0,0,-1.3989521366795137,-1.3420331904591696,0.37920446674579933,0.39446434532513425,0.9613149356584888,-0.056918946220343956
ENSGALG00010013367,NOL4L,NOL4L,20,0,0,-2.6409417972871374,-2.490385823361029,0.16032354315494252,0.177958676173856,0.9009032130488265,-0.15055597392610856
ENSGALG00010006078,SPATA13,SPATA13,13,0,0,-2.349017776813426,-1.4593139588072774,0.19627961110631023,0.3636660214200691,0.5397249111694944,-0.8897038180061483
ENSGALG00010021503,KCNS1,KCNS1,20,0,0,-2.056819466132102,-2.759766528737192,0.2403453061958568,0.14764797460941215,1.6278266385412068,0.7029470626050901
ENSGALG00010018083,PAX1,PAX1,20,0,0,-2.9883962505940183,-2.330951487775794,0.1260094423572578,0.19875299591526613,0.6340002160821722,-0.6574447628182238
ENSGALG00010016322,EBF4,EBF4,20,0,0,-2.6466489849233987,-2.593530833447495,0.15969056870466894,0.1656797476687887,0.9638508686282359,-0.053118151475903715
ENSGALG00010002161,CDKL5,CDKL5,X,1,0,-1.2281613917883103,-1.6171678001975756,0.4268611023144723,0.32597476740822434,1.3094912397925147,0.3890064084092653
ENSGALG00010015584,TTLL9,TTLL9,20,0,0,-1.2290697347497392,-0.9546161369781818,0.4265924285961436,0.5159788597258198,0.8267633848852368,-0.2744535977715576
ENSGALG00010024371,YPEL1,YPEL1,22,0,0,-1.1319592395756093,-0.6212946121372815,0.45629563579800303,0.6500873056678353,0.7018990092865297,-0.5106646274383277
ENSGALG00010018057,SSTR4,SSTR4,20,0,0,-1.4928215832471494,-2.2426546088141923,0.3553169497947895,0.21129717605581702,1.6815981946721696,0.7498330255670427
ENSGALG00010022392,EMILIN3,EMILIN3,20,0,0,-3.1428736083522555,-2.894675268717595,0.11321416591103578,0.13446706213128534,0.8419471959646181,-0.2481983396346603
ENSGALG00010022560,SAMD10,SAMD10,20,0,0,-3.589029467672974,-2.7164066052468776,0.08309874691601557,0.15215286393999397,0.5461530250839579,-0.8726228624260969
ENSGALG00010000191,NEFH,NEFH,22,0,0,-2.360939297026711,-2.6599525058257973,0.19466436330930348,0.15822478299207007,1.2303026089096276,0.2990132087990865
ENSGALG00010005742,GPR183,GPR183,13,0,0,1.1197107493066518,0.4489274316081896,2.1730340026100814,1.365025054611531,1.591937082230699,0.6707833176984622
ENSGALG00010004758,FLT3,FLT3,13,0,0,0.3014353582973879,-0.3708913385238075,1.2323699063727716,0.773304579322372,1.5936410301005426,0.6723266968211955
