gene_id,gene_name,chromosome,is_X,CO_Mega,TE_mean
ENSMUSG00000000282,Mnt,11,0,-0.8050090545225483,0.1160359503780466
ENSMUSG00000000247,Lhx2,2,0,-0.680290517489011,-1.4460443302712036
ENSMUSG00000000303,Cdh1,8,0,-0.337885416726996,0.1407573097924402
ENSMUSG00000038257,Glra3,8,0,-0.19947293493403073,
ENSMUSG00000000214,Th,7,0,-0.9210836160895255,
ENSMUSG00000000276,Dgke,11,0,-0.34847430615580954,-0.4896048737507477
ENSMUSG00000000740,Rpl13,8,0,-0.09510229219277377,-1.9512463726553957
ENSMUSG00000000628,Hk2,6,0,-0.2281505887376749,0.0306683739234043
ENSMUSG00000000567,Sox9,11,0,-0.4650701041120424,1.2683613625987908
ENSMUSG00000000378,Ccm2,11,0,-1.1086497849374002,-2.031621772672198
ENSMUSG00000000359,Rem1,2,0,-1.031181189092866,
ENSMUSG00000020676,Ccl11,11,0,0.3725256184686039,
ENSMUSG00000032050,Rdx,9,0,-0.2646788152392432,0.4606085990797221
ENSMUSG00000000730,Dnmt3l,10,0,-0.5588027624385976,
ENSMUSG00000000439,Mkrn2,6,0,-0.59725982826982,-0.4766758160790858
ENSMUSG00000000339,Rtca,3,0,-0.2406668336276887,-0.6718118872211783
ENSMUSG00000000411,Tssk3,4,0,-0.4762456541667852,
ENSMUSG00000000340,Dbt,3,0,-0.14001036584146753,0.3715508085125433
ENSMUSG00000029730,Mcm7,5,0,-0.5697444615733058,-0.1784976888525685
ENSMUSG00000000739,Sult5a1,8,0,-0.24685271033274248,0.3486567218073354
ENSMUSG00000000441,Raf1,6,0,-0.6736977768397328,-1.6743830213531117
ENSMUSG00000000346,Dazap2,15,0,-0.38280549657040197,0.5254681327977829
ENSMUSG00000000562,Adora3,3,0,0.18651414885279038,
ENSMUSG00000000531,Tamalin,15,0,-0.820921420514388,-0.0388893705854046
ENSMUSG00000000384,Tbrg4,11,0,-0.6765025672040164,-0.78268103550614
ENSMUSG00000000435,Myf5,10,0,-0.6798993784597744,
ENSMUSG00000028494,Plin2,4,0,-0.2971274526290397,0.3870064717331835
ENSMUSG00000000627,Sema4f,6,0,-0.8033316424574277,
ENSMUSG00000000753,Serpinf1,11,0,-0.474261945859217,0.5423118244028657
ENSMUSG00000000532,Acvr1b,15,0,-0.3689383459984974,-0.7019125512355803
ENSMUSG00000074340,Ovgp1,3,0,-0.03128126089667482,
ENSMUSG00000000594,Gm2a,11,0,-0.5211515313897852,0.8429632061917796
ENSMUSG00000000743,Chmp1a,8,0,-0.3027072148074801,-0.4136433744903885
ENSMUSG00000000374,Trappc10,10,0,-0.6710258172585171,-2.53492838056068
ENSMUSG00000000489,Pdgfb,15,0,-0.7167927882184113,-1.4223141838961753
ENSMUSG00000000693,Loxl3,6,0,-0.7836249562931457,-0.0583571771319643
ENSMUSG00000000708,Kat2b,17,0,-0.16672114368794944,-1.902276175175996
ENSMUSG00000000385,Tmprss2,16,0,-0.6845902208115042,-1.1270830003267536
ENSMUSG00000000701,Tcl1b5,12,0,-0.6776406119069982,
ENSMUSG00000000581,C1d,11,0,0.21850576785638864,0.2994229931701325
ENSMUSG00000029231,Pdgfra,5,0,-0.3233233022550106,-0.4118953981601029
ENSMUSG00000000320,Alox12,11,0,-0.3974878851329553,
ENSMUSG00000000673,Haao,17,0,-0.5606883217850527,-0.0299507897564857
ENSMUSG00000000690,Hoxb6,11,0,-0.575053886483996,
ENSMUSG00000000711,Rab5b,10,0,-0.8549086571730165,0.0827569337331618
ENSMUSG00000000355,Mcts1,X,1,-0.1506575841868134,0.7313717390701244
ENSMUSG00000000402,Egfl6,X,1,-0.4155649515354085,
ENSMUSG00000000682,Cd52,4,0,0.013554857175639867,0.4042866652867368
ENSMUSG00000001173,Ocrl,X,1,-0.48527864049050784,-1.322678406289205
ENSMUSG00000000983,Wfdc18,11,0,0.21663590822994294,-1.4193929144061908
ENSMUSG00000000976,Heatr6,11,0,-0.6738742917533891,-1.111718275554359
ENSMUSG00000001095,Slc13a2,11,0,-0.07164649391363831,-0.0957458150441411
ENSMUSG00000001082,Mfsd10,5,0,-0.3622111381626034,-0.1287201924189902
ENSMUSG00000000794,Kcnn3,3,0,-0.7775431700740363,
ENSMUSG00000001157,Gmcl1,6,0,-0.6934567660125541,-1.4652997197937476
ENSMUSG00000000787,Ddx3x,X,1,-0.6925866308760593,0.4087488834821902
ENSMUSG00000001349,Cnn1,9,0,-0.3455008836178308,0.225876983240314
ENSMUSG00000001158,Snrnp27,6,0,-0.2172752816827508,0.1304505956060971
ENSMUSG00000029994,Anxa4,6,0,-0.0618122389018545,0.5010136353120295
ENSMUSG00000000889,Dbh,2,0,-0.5338490842914041,
ENSMUSG00000001313,Rnd2,11,0,-0.681507660434864,-2.464192103112719
ENSMUSG00000001054,Rmnd5b,11,0,-0.9446786841462593,-0.6615286425441526
ENSMUSG00000020241,Col6a2,10,0,-0.253657021911577,-0.4463041075034079
ENSMUSG00000001300,Efnb2,8,0,-0.3787435996862296,-0.8307875644858976
ENSMUSG00000001225,Slc26a3,12,0,-0.27228861253790804,
ENSMUSG00000001305,Rrp15,1,0,-0.08869426465650854,-0.1523233659147339
ENSMUSG00000000811,Txnrd3,6,0,-0.3940000156505139,-0.4719899022341058
ENSMUSG00000000759,Tubgcp3,8,0,-0.7095835819819136,-2.320822769281239
ENSMUSG00000063558,Aox1,1,0,-0.2993496941966747,-0.4757583071742117
ENSMUSG00000000791,Il12rb1,8,0,-0.5770417647571602,-0.3764504644255333
ENSMUSG00000000915,Hip1r,5,0,-0.8567638999297191,-0.9693163671446986
ENSMUSG00000020829,Slc46a1,11,0,-0.3621853232005705,-0.8528069372776251
ENSMUSG00000001100,Poldip2,11,0,-0.9951593057839503,-0.3871424971037245
ENSMUSG00000001053,N4bp3,11,0,-1.2761562368068855,-1.5396192243976292
ENSMUSG00000000776,Polr3d,14,0,-0.14522152018700218,-0.7533507303410076
ENSMUSG00000001065,Zfp276,8,0,-0.866804020111223,-1.3249213716022246
ENSMUSG00000001270,Ckb,12,0,-0.3854686786454984,-0.4934485396960171
ENSMUSG00000001228,Uhrf1,17,0,-0.6878376979583134,-0.9293992925872048
ENSMUSG00000001248,Gramd1a,7,0,-0.8626343425471017,-1.630922069832056
ENSMUSG00000000901,Mmp11,10,0,-0.6256383238991887,
ENSMUSG00000001029,Icam2,11,0,-0.6060051059080998,0.2986067915001355
ENSMUSG00000029130,Rnf32,5,0,-0.6757062931760256,0.0
ENSMUSG00000029844,Hoxa1,6,0,-0.971042131880596,
ENSMUSG00000052783,Grk4,5,0,0.008502635650616597,-2.304374821806765
ENSMUSG00000000982,Ccl3,11,0,0.24214308007124075,
ENSMUSG00000001119,Col6a1,10,0,-0.2236100197973201,-0.0477914834400109
ENSMUSG00000001127,Araf,X,1,-0.8602567898541178,-0.6238417682121855
ENSMUSG00000001021,S100a3,3,0,-0.8513453471292394,
ENSMUSG00000001020,S100a4,3,0,0.05445082406179047,0.2891652925243665
ENSMUSG00000001138,Cnnm3,1,0,-0.5032888009378862,-0.6746599807421265
ENSMUSG00000001155,Ftcd,10,0,-0.6817156595334826,-0.356444893654454
ENSMUSG00000001025,S100a6,3,0,0.20379384146947999,0.6510333973584354
ENSMUSG00000000959,Oxa1l,14,0,-0.42522457671989855,-0.2761783180389915
ENSMUSG00000001128,Cfp,X,1,-1.1237649184468133,-0.2160028776717297
ENSMUSG00000001227,Sema6b,17,0,-0.8901771146269297,-0.5579386416900004
ENSMUSG00000001156,Mxd1,6,0,-0.9796068006287655,0.0878222928124667
ENSMUSG00000001376,Vps50,6,0,-0.6336517084092286,-0.9154727452654275
ENSMUSG00000000869,Il4,11,0,-0.4149633532019035,
ENSMUSG00000117679,Apbb3,18,0,-0.6591452114376501,
ENSMUSG00000000934,Top1mt,15,0,-0.3878195040233514,-1.2156310753104973
ENSMUSG00000001014,Icam4,9,0,-0.6163908757701648,-0.8877295517279162
ENSMUSG00000053329,Gatd3a,10,0,-0.5119211831302319,-0.0681474052553503
ENSMUSG00000027489,Necab3,2,0,-0.7852193303364139,
ENSMUSG00000001211,Agpat3,10,0,-0.2896080989595511,-1.3802068370738867
ENSMUSG00000000792,Slc5a5,8,0,-0.07253834891448463,
ENSMUSG00000000902,Smarcb1,10,0,-0.15840993827457162,0.6375390744425115
ENSMUSG00000001016,Ilf2,3,0,-0.3951737413071008,0.1448159801772266
ENSMUSG00000079610,Ankrd39,1,0,-1.044382398134175,-1.7083349689405714
ENSMUSG00000001052,Sec24b,3,0,-1.0360273881749986,-0.6694778187295494
ENSMUSG00000000817,Fasl,1,0,-0.5205421193551558,
ENSMUSG00000020715,Ern1,11,0,-0.5238322426168125,-0.7734799688024838
ENSMUSG00000001103,Sebox,11,0,-1.6047227827942852,-1.5486475191582545
ENSMUSG00000000903,Vpreb3,10,0,-0.37012648803638903,-0.0133527629250164
ENSMUSG00000001281,Itgb7,15,0,-1.0357090514285403,-0.1725833865993652
ENSMUSG00000001280,Sp1,15,0,-0.9647969567505896,-0.2961604855085211
ENSMUSG00000000876,Pxmp4,2,0,-0.5904064560904558,0.2162792337566568
ENSMUSG00000001946,Esam,9,0,-0.6163598203866059,0.3018556096586324
ENSMUSG00000001815,Evx2,2,0,-0.37475108834041926,
ENSMUSG00000001707,Eef1e1,13,0,-0.6294059039442281,0.1068226837142965
ENSMUSG00000031385,Plxnb3,X,1,-0.8350906408947569,
ENSMUSG00000002103,Acp2,2,0,-0.6278674407519489,0.7513481336440216
ENSMUSG00000001518,Itfg2,6,0,-0.6353063589544412,-0.3658212149398799
ENSMUSG00000002129,Sf3a1,11,0,-0.46948280755261784,0.4998694183366076
ENSMUSG00000001380,Hars1,18,0,-0.33651296117306195,-0.3149374611486303
ENSMUSG00000022484,Hoxc10,15,0,-0.42054326231378525,
ENSMUSG00000001521,Tulp3,6,0,-0.5748382567697217,
ENSMUSG00000020196,Cabin1,10,0,-0.7226632804124087,-1.4831589062799202
ENSMUSG00000002059,Rab34,11,0,0.03731704184056639,-1.5491451786968518
ENSMUSG00000001943,Vsig2,9,0,-0.5981169210195478,-2.3636768990122
ENSMUSG00000001901,Kcnh6,11,0,-0.686293408540946,
ENSMUSG00000001420,Tmem79,3,0,-0.6216863061595479,-1.7529772083409056
ENSMUSG00000001444,Tbx21,11,0,-0.3617403669943524,
ENSMUSG00000027680,Fxr1,3,0,-0.31692447120271794,-0.6899618135199503
ENSMUSG00000020622,Nt5c1b,12,0,-0.47455296778187517,
ENSMUSG00000002324,Rec8,14,0,-0.6816490143879399,
ENSMUSG00000002250,Ppard,17,0,-0.440983973775138,-1.3560760812627923
ENSMUSG00000001520,Nrip2,6,0,-0.9084555821907312,
ENSMUSG00000001661,Hoxc6,15,0,-0.6447479536840959,
ENSMUSG00000002205,Vrk3,7,0,-0.7974074630743804,-0.3489194975578243
ENSMUSG00000001383,Zmat2,18,0,0.32159410645691366,0.8324875216148022
ENSMUSG00000001674,Ddx18,1,0,-0.19202072959927108,-0.1392138811916188
ENSMUSG00000001657,Hoxc8,15,0,-0.5250042683715961,
ENSMUSG00000001910,Nacc1,8,0,-0.9501264366327238,-1.4158040643505905
ENSMUSG00000002076,Hsf2bp,17,0,-0.574564471993293,
ENSMUSG00000001819,Hoxd13,2,0,-0.30681564332685163,
ENSMUSG00000002052,Supt6,11,0,-0.4160512566190544,-0.9238732031988712
ENSMUSG00000001983,Taco1,11,0,-0.38428874974594507,0.0819772444417781
ENSMUSG00000001569,Nom1,5,0,-0.5673282360649665,-0.6178099941165086
ENSMUSG00000001441,Npepps,11,0,-0.4592330457981433,-0.5053570346620573
ENSMUSG00000002289,Angptl4,17,0,-0.5651149267879063,0.2009729314022871
ENSMUSG00000002058,Unc119,11,0,-0.7113343957261868,-0.360039403519118
ENSMUSG00000001948,Spa17,9,0,-0.013286478145223768,-0.437607024924981
ENSMUSG00000030495,Slc7a10,7,0,-0.12907437829557722,
ENSMUSG00000002308,Cd320,17,0,-1.102023832566907,-0.0227490491973999
ENSMUSG00000002233,Rhoc,3,0,-0.3747109388030161,0.7120279592498401
ENSMUSG00000001552,Jup,11,0,-0.1860016717106987,0.2377485553069132
ENSMUSG00000022283,Pabpc1,15,0,-0.18980466539797014,-2.2380819281508044
ENSMUSG00000002111,Spi1,2,0,-0.4646876462318801,-0.0571729244698933
ENSMUSG00000001670,Tat,8,0,-0.6103677950918662,0.4537790838653399
ENSMUSG00000002031,Ift46,9,0,-0.5723865395986447,-0.4385218368062687
ENSMUSG00000001497,Pax9,12,0,-0.6185633859101181,
ENSMUSG00000021070,Bdkrb2,12,0,-0.09754883889022992,
ENSMUSG00000023186,Vwa5a,9,0,-0.5867497231696444,0.2118096267471219
ENSMUSG00000002204,Napsa,7,0,-0.6203441383571349,
ENSMUSG00000001964,Emd,X,1,-0.8261659366951388,0.2699848357507385
ENSMUSG00000078622,Ccdc47,11,0,-0.13114123884350803,0.4161217874630643
ENSMUSG00000022219,Cideb,14,0,-0.7839422822388897,0.5212985811059052
ENSMUSG00000002028,Kmt2a,9,0,-0.8840738749538541,-2.345053881496347
ENSMUSG00000002266,Zim1,7,0,-0.7036279107275671,
ENSMUSG00000001864,Aif1l,2,0,0.15120029500429766,
ENSMUSG00000002032,Tmem25,9,0,-0.8644690731442815,-2.2431078625858727
ENSMUSG00000001739,Cldn15,5,0,0.2813620052303758,
ENSMUSG00000031820,Babam1,8,0,-0.5197252707620468,-0.9025654917910064
ENSMUSG00000001999,Blvra,2,0,-0.6450658723912532,0.0313242614953075
ENSMUSG00000001656,Hoxc11,15,0,-0.391244499120738,
ENSMUSG00000001823,Hoxd12,2,0,-0.45798050931326806,
ENSMUSG00000002329,Mdp1,14,0,-0.8734399575430345,0.4000410685768517
ENSMUSG00000002007,Srpk3,X,1,-0.9244487948933937,
ENSMUSG00000001663,Gstt1,10,0,-0.2838782660065444,0.5645871687313015
ENSMUSG00000002064,Sdf2,11,0,-0.7257075881908008,0.2689834837061308
ENSMUSG00000001630,Stk38l,6,0,-0.16946505164392534,0.3998158573597982
ENSMUSG00000001445,Mrpl10,11,0,-0.5261464344646356,0.0676805375963795
ENSMUSG00000001988,Npas1,7,0,-0.6958467097784329,
ENSMUSG00000001416,Cct3,3,0,-0.2500652080464736,0.4087814962115719
ENSMUSG00000002396,Ocel1,8,0,-0.8293800280129453,-1.8450122356846264
ENSMUSG00000002379,Ndufa11,17,0,0.1751592666382713,0.6995234038971764
ENSMUSG00000001424,Snd1,6,0,-0.472282956496235,-0.2686256605223224
ENSMUSG00000001785,Pwp1,10,0,-0.8006952780818644,-0.2648974015319956
ENSMUSG00000042599,Kdm7a,6,0,-0.6807519586890862,-1.5637660864047938
ENSMUSG00000002083,Bbc3,7,0,-0.8305652780407851,0.0559383627337006
ENSMUSG00000001761,Smo,6,0,-0.579212928793309,-3.740452659259805
ENSMUSG00000001440,Kpnb1,11,0,-0.3353602832600071,-0.5639899968027685
ENSMUSG00000059714,Flot1,17,0,-0.5689965445365974,-0.2484376626171759
ENSMUSG00000025139,Tollip,7,0,0.09592740499709507,0.3633849912017619
ENSMUSG00000002228,Ppm1j,3,0,-0.8359391600214412,
ENSMUSG00000002190,Clgn,8,0,-0.016380429150792963,
ENSMUSG00000002257,Def6,17,0,-0.7487062763836789,
ENSMUSG00000002332,Dhrs1,14,0,-0.5904681662878914,0.2199313220016153
ENSMUSG00000002320,Tm9sf1,14,0,-0.7405820722490368,-1.1229540248940786
ENSMUSG00000002043,Trappc6a,7,0,-0.15953548654885275,-0.0647526013972166
ENSMUSG00000002365,Snx9,17,0,-0.12054287259825891,-0.3224840259320727
ENSMUSG00000001665,Gstt3,10,0,-0.321705383699717,0.2727327905143534
ENSMUSG00000001524,Gtf2h4,17,0,-0.6442738998747757,-0.6184883429413177
ENSMUSG00000001506,Col1a1,11,0,0.1833202097844815,0.0537594384443532
ENSMUSG00000001415,Smg5,3,0,-0.8550420535755894,-1.940679697697596
ENSMUSG00000002393,Nr2f6,8,0,-0.5680941717303014,-3.065621521958856
ENSMUSG00000002384,Bmp8b,4,0,-0.594754152329223,
ENSMUSG00000002326,Gmpr2,14,0,-0.4904363603983164,0.4611383968201573
ENSMUSG00000031378,Abcd1,X,1,-0.40170909758881734,-0.5733359091489248
ENSMUSG00000007209,Ceacam9,7,0,-0.3582034683856996,
ENSMUSG00000001773,Folh1,7,0,-0.4517460333917125,
ENSMUSG00000002341,Ncan,8,0,-0.8953682380048811,
ENSMUSG00000046223,Plaur,7,0,-0.8118524136458056,
ENSMUSG00000001542,Ell2,13,0,-0.7002965850263632,-1.1727076731513244
ENSMUSG00000001525,Tubb5,17,0,0.017823988002513502,-0.3113635612102227
ENSMUSG00000001627,Ifrd1,12,0,-0.4568816937443607,-2.448644659907653
ENSMUSG00000001783,Rtcb,10,0,-0.1455275967498686,0.0007614823270154
ENSMUSG00000001507,Itga3,11,0,-0.6053841580717609,-0.6083880847079882
ENSMUSG00000002280,Ciao3,17,0,-0.7226321090874634,-0.3846995724959315
ENSMUSG00000001865,Cpa3,3,0,-0.22830234606512256,
ENSMUSG00000002033,Cd3g,9,0,-0.31008388790200847,-1.0928147675251685
ENSMUSG00000001467,Cyp51,5,0,-0.35651445861161335,0.5497416379208045
ENSMUSG00000001473,Tubb6,18,0,-0.23208643517779315,-0.2238417869682338
ENSMUSG00000001655,Hoxc13,15,0,-0.7215048207642702,
ENSMUSG00000001751,Naglu,11,0,-0.4606309709112022,-0.2588939632809992
ENSMUSG00000002006,Pdzd4,X,1,-0.8346351520406596,
ENSMUSG00000022485,Hoxc5,15,0,-0.3694129506096555,
ENSMUSG00000001924,Uba1,X,1,-0.5120738896238137,-0.1496503704824331
ENSMUSG00000002210,Smg9,7,0,-0.6357510709105654,0.1314734388295862
ENSMUSG00000001767,Crnkl1,2,0,-0.13966394897101075,0.1067959617153866
ENSMUSG00000001558,Klhl10,11,0,-0.3465898843840982,-0.6373923655908622
ENSMUSG00000002222,Rmnd5a,6,0,-0.9784945540037562,-1.399467169824549
ENSMUSG00000002342,Tmem161a,8,0,-0.5742100650009281,-0.4977867940586729
ENSMUSG00000020700,Map3k3,11,0,-0.8538652768486923,-2.716136213710639
ENSMUSG00000002020,Ltbp2,12,0,-0.9245812372190727,
ENSMUSG00000001741,Il16,7,0,-0.8085891502333968,-0.5126924566645875
ENSMUSG00000001774,Chordc1,9,0,-0.6235844229752345,0.605176825492133
ENSMUSG00000002428,Hltf,3,0,-0.6265227372391191,-0.3598130044928561
ENSMUSG00000001729,Akt1,12,0,-0.24222125638669212,-1.8618225108039952
ENSMUSG00000001844,Zdhhc4,5,0,-0.6085818451498106,-3.06872051596038
ENSMUSG00000002413,Braf,6,0,-0.7233387704727807,-1.0097514486544414
ENSMUSG00000054452,Tle5,10,0,-0.6854991654291336,-1.9134439975123407
ENSMUSG00000001555,Fkbp10,11,0,-0.5393938269713647,
ENSMUSG00000031967,Afg3l1,8,0,-0.5940349129157294,-1.1568818707820057
ENSMUSG00000002345,Borcs8,8,0,-0.9401127077509219,0.2215243991851207
ENSMUSG00000002221,Paxip1,5,0,-1.0232256189459896,-1.8910417535974935
ENSMUSG00000001588,Acap1,11,0,-0.5961033328151633,-0.5490726279914437
ENSMUSG00000001750,Tcirg1,19,0,-0.6568647557938334,-0.4345427856284127
ENSMUSG00000001998,Ap4e1,2,0,-0.804369899485847,-0.9213468167588752
ENSMUSG00000020681,Ace,11,0,-0.4335243462283387,
ENSMUSG00000001494,Sost,11,0,-0.43263443528623036,
ENSMUSG00000041420,Meis3,7,0,-0.8029217548265191,
ENSMUSG00000004446,Bid,6,0,-0.1992596698560689,0.0740557811502254
ENSMUSG00000052974,Cyp2f2,7,0,-0.16172904193349602,0.7791119830366449
ENSMUSG00000004356,Utp20,10,0,-0.557681199836157,-0.9287374505988348
ENSMUSG00000005220,Corin,5,0,-0.8470597868842482,-0.6501760964485566
ENSMUSG00000003418,St8sia6,2,0,-0.12145645993492948,
ENSMUSG00000003518,Dusp3,11,0,-0.43247029218589716,0.548054376348785
ENSMUSG00000004267,Eno2,6,0,-0.29581634845463256,
ENSMUSG00000002835,Chaf1a,17,0,-0.836200512051045,-0.5181230777500108
ENSMUSG00000005474,Myl10,5,0,0.1700924321006223,
ENSMUSG00000002658,Gtf2f1,17,0,-0.588140202526322,-0.0658467552178417
ENSMUSG00000003541,Ier3,17,0,-0.28806214423277865,-0.856522857494186
ENSMUSG00000007122,Casq1,1,0,-0.22277099246331566,-0.2454955528081024
ENSMUSG00000003070,Efna2,10,0,-0.4104318891645047,
ENSMUSG00000003882,Il7r,15,0,-0.7484797500927272,
ENSMUSG00000058638,Zfp110,7,0,-0.7871572490053556,-0.435594796017567
ENSMUSG00000002741,Ykt6,11,0,-0.3450591334143258,-0.2683198874666617
ENSMUSG00000003505,Psg18,7,0,-0.6246003387073831,
ENSMUSG00000002910,Arrdc2,8,0,-0.7104623444014155,0.0751420725536294
ENSMUSG00000004637,Wwox,8,0,-0.35914109756557266,-0.4620485985180506
ENSMUSG00000003354,Ccdc65,15,0,-0.2879938493429517,
ENSMUSG00000005262,Ufd1,16,0,0.02821229111947332,0.26661223639301
ENSMUSG00000031622,Sin3b,8,0,-0.7256583677883679,-0.0840178822086602
ENSMUSG00000002771,Grin2d,7,0,-0.5257614947760381,
ENSMUSG00000004451,Ralb,1,0,-0.33530337586148207,-0.140839895149428
ENSMUSG00000005103,Wdr1,5,0,-0.4105988081266396,-0.4227067050276081
ENSMUSG00000004508,Gab2,7,0,-0.8811347042588018,
ENSMUSG00000004934,Pias4,10,0,-0.48266811156277,0.3377225964202335
ENSMUSG00000005514,Por,5,0,-0.2826759865391253,0.2773990425424978
ENSMUSG00000004945,Tmem242,17,0,-0.6416169374629792,-1.703178870881863
ENSMUSG00000005233,Spc25,2,0,0.04093337831532118,0.0894666302768345
ENSMUSG00000030768,Disp1,1,0,-0.6138879997374627,-1.0678523411884413
ENSMUSG00000022842,Ece2,16,0,-0.46315044643967873,-0.4147276664668523
ENSMUSG00000005470,Asf1b,8,0,-0.8108946687414438,0.8861291180920737
ENSMUSG00000005371,Fbxo11,17,0,-0.4597188523326974,-0.8013203853093896
ENSMUSG00000020456,Ogdh,11,0,-0.5185089737878474,0.0951060481954872
ENSMUSG00000021319,Sfrp4,13,0,-0.38877597236233896,
ENSMUSG00000003849,Nqo1,8,0,-3.829642815844636e-05,0.2694682669406959
ENSMUSG00000003814,Calr,8,0,-0.020763795712882782,1.0940119888838515
ENSMUSG00000003469,Phyhip,14,0,-0.5216148184364684,
ENSMUSG00000003585,Sec14l2,11,0,-0.259210929869667,0.3289777786040339
ENSMUSG00000003072,Atp5f1d,10,0,-0.6637993133013786,0.6168017092453745
ENSMUSG00000005397,Nid1,13,0,-0.6077400391511478,-0.1616944970438079
ENSMUSG00000003235,Eif2b5,16,0,-0.622762346936593,-1.1187383169636278
ENSMUSG00000042476,Abcb4,5,0,-0.17079072444952814,-0.8848460230663078
ENSMUSG00000029925,Tbxas1,6,0,-0.6373848616814257,-0.4655921663901044
ENSMUSG00000030435,U2af2,7,0,-0.5429770990037159,-0.1346286453478019
ENSMUSG00000005360,Slc1a3,15,0,0.26698880035571726,
ENSMUSG00000005483,Dnajb1,8,0,0.006490788595074903,-0.1903665353055477
ENSMUSG00000022905,Kpna1,16,0,-0.6036438742968073,0.0022064769002092
ENSMUSG00000048440,Cyp4f16,17,0,-0.7383919892051729,-0.8004314604120938
ENSMUSG00000002588,Pon1,6,0,-0.5386825643090756,0.4538430815647748
ENSMUSG00000022702,Hira,16,0,-0.7430101661298902,-2.0020832684839536
ENSMUSG00000063952,Brpf3,17,0,-0.8206213702815912,-1.9927957675812795
ENSMUSG00000004096,Cwc15,9,0,0.04627640196557081,0.13001000851708
ENSMUSG00000004530,Coro1c,5,0,-0.3803169036687635,-0.0570387326326492
ENSMUSG00000003228,Grk5,19,0,-0.3289767749341834,-2.282839106530961
ENSMUSG00000004936,Map2k1,9,0,-0.4175102940398485,-0.3932333938951751
ENSMUSG00000031398,Plxna3,X,1,-0.8586262931174975,
ENSMUSG00000004894,Hapln2,3,0,-0.7895295181385311,
ENSMUSG00000003559,As3mt,19,0,-0.5179387980009782,0.3441008527533012
ENSMUSG00000057672,Pkn1,8,0,-0.9050366344632295,-1.820624339737396
ENSMUSG00000002814,Top3a,11,0,-0.5416610064620375,-0.9928543766769692
ENSMUSG00000005413,Hmox1,8,0,-0.4793849491006288,0.4006304430862701
ENSMUSG00000003437,Paf1,7,0,-0.7779934872607779,0.6424291394065531
ENSMUSG00000003484,Cyp4f18,8,0,-0.5523701974960407,
ENSMUSG00000058135,Gstm1,3,0,0.17788076594697877,1.6764247710558096
ENSMUSG00000003549,Ercc1,7,0,-0.6274061913425335,-0.2834745255055864
