gene_id,gene_name,l1_diff,rmse_diff
ENSMUSG00000002007,Srpk3,0.0017667844515799978,3.47037892933471e-05
ENSMUSG00000001663,Gstt1,0.004149377593399976,9.180599072638256e-05
ENSMUSG00000002064,Sdf2,0.06563981042619027,0.0017430486527494058
ENSMUSG00000001630,Stk38l,0.0021505376337500126,4.250331772024943e-05
ENSMUSG00000001445,Mrpl10,0.0038022813685600065,8.2137281024045e-05
ENSMUSG00000001988,Npas1,0.001680672268700011,3.367352201702899e-05
ENSMUSG00000001416,Cct3,0.001831501832340026,3.655310638233284e-05
ENSMUSG00000002396,Ocel1,0.00454545454549991,0.00010164603676045469
ENSMUSG00000002379,Ndufa11,0.006944444444520016,0.00015815710007117083
ENSMUSG00000001424,Snd1,0.0010976948412300333,2.2062476210945938e-05
ENSMUSG00000001785,Pwp1,0.0019920318723200114,3.8004774590644e-05
ENSMUSG00000042599,Kdm7a,0.001062699256339986,2.0066503262289963e-05
ENSMUSG00000002083,Bbc3,0.005154639175439992,0.00013106506326034432
ENSMUSG00000001761,Smo,0.0012594458440800278,2.5196372355772264e-05
ENSMUSG00000001440,Kpnb1,0.001140250854889948,2.2361027803357556e-05
ENSMUSG00000059714,Flot1,0.0023310023313999288,5.503995176841009e-05
ENSMUSG00000025139,Tollip,0.003636363636109982,7.845948009826601e-05
ENSMUSG00000002228,Ppm1j,0.0019685039366099913,3.8375151545195756e-05
ENSMUSG00000002190,Clgn,0.0016339869284100047,3.510463551233132e-05
ENSMUSG00000002257,Def6,0.0015847860540500202,4.081924660380432e-05
ENSMUSG00000002332,Dhrs1,0.0031847133750599436,6.172616131263062e-05
ENSMUSG00000002320,Tm9sf1,0.001647446458009993,3.275242992022345e-05
ENSMUSG00000002043,Trappc6a,0.006249999999999999,0.0001592337101361131
ENSMUSG00000002365,Snx9,0.0016778523491200231,3.284398599400814e-05
ENSMUSG00000001665,Gstt3,0.004132231404980015,9.445085275245528e-05
ENSMUSG00000001524,Gtf2h4,0.002155172413539991,4.589866700973855e-05
ENSMUSG00000001506,Col1a1,0.0006877579092280039,2.0524544032576145e-05
ENSMUSG00000001415,Smg5,0.0009823182709199905,1.9673728964084682e-05
ENSMUSG00000002393,Nr2f6,0.0025575447569699894,5.903817840823485e-05
ENSMUSG00000002384,Bmp8b,0.0024999999999999203,4.8434069631810664e-05
ENSMUSG00000002326,Gmpr2,0.002865329512260013,5.6673408472726954e-05
ENSMUSG00000031378,Abcd1,0.0013568521033499974,2.7858988147577282e-05
ENSMUSG00000007209,Ceacam9,0.004255319149140062,8.459375992869284e-05
ENSMUSG00000001773,Folh1,0.0013280212482599907,2.5429229078239718e-05
ENSMUSG00000002341,Ncan,0.0007880220649100259,1.5006656083502478e-05
ENSMUSG00000046223,Plaur,0.0030487804882300125,6.621817911713079e-05
ENSMUSG00000001542,Ell2,0.0015624999999999823,3.0034400064785632e-05
ENSMUSG00000001525,Tubb5,0.0022471910109899992,4.780478508632005e-05
ENSMUSG00000001627,Ifrd1,0.0022222222223799784,4.344815642172491e-05
ENSMUSG00000001783,Rtcb,0.0019762845847800035,3.850375971686748e-05
ENSMUSG00000001507,Itga3,0.0009487666036300264,1.8862095949284972e-05
ENSMUSG00000002280,Ciao3,0.0020964360588000075,4.18282835869115e-05
ENSMUSG00000001865,Cpa3,0.0023923444970099937,4.6856148839249844e-05
ENSMUSG00000002033,Cd3g,0.005464480873940044,0.0001132589333826763
ENSMUSG00000001467,Cyp51,0.0019841269844299543,3.792604957376137e-05
ENSMUSG00000001473,Tubb6,0.002232142857050005,5.036402586035398e-05
ENSMUSG00000001655,Hoxc13,0.0030395136777700313,6.793128274602302e-05
ENSMUSG00000001751,Naglu,0.0013513513512199656,2.800680490840856e-05
ENSMUSG00000002006,Pdzd4,0.0012936610617699665,2.8005775005029306e-05
ENSMUSG00000022485,Hoxc5,0.004484304932719988,9.367941337401804e-05
ENSMUSG00000001924,Uba1,0.0009442870635130175,1.8029486216229767e-05
ENSMUSG00000002210,Smg9,0.0019193857962800788,3.990605350099232e-05
ENSMUSG00000001767,Crnkl1,0.001447178002939977,3.163981711042808e-05
ENSMUSG00000001558,Klhl10,0.0016420361251499882,3.187664266623093e-05
ENSMUSG00000002222,Rmnd5a,0.002551020408200011,4.8241430478723266e-05
ENSMUSG00000002342,Tmem161a,0.002079002079889997,4.968191719449657e-05
ENSMUSG00000020700,Map3k3,0.001594896331529949,2.9747498325007325e-05
ENSMUSG00000002020,Ltbp2,0.023630835439175584,0.0005240702886881938
ENSMUSG00000001741,Il16,0.000755857898859992,1.480272657618593e-05
ENSMUSG00000001774,Chordc1,0.0030120481924400437,6.286227695426743e-05
ENSMUSG00000002428,Hltf,0.0009960159364049803,1.9259476036325647e-05
ENSMUSG00000001729,Akt1,0.0020790020797000156,4.7737302305622064e-05
ENSMUSG00000001844,Zdhhc4,0.002906976744689975,5.9365738991640035e-05
ENSMUSG00000002413,Braf,0.001242236025239988,2.287606581973944e-05
ENSMUSG00000054452,Tle5,0.0050505050506599505,0.0001292735171731962
ENSMUSG00000001555,Fkbp10,0.0017182130583400087,3.587979485582545e-05
ENSMUSG00000031967,Afg3l1,0.0012658227849000015,2.4826271620982653e-05
ENSMUSG00000002345,Borcs8,0.00826446280988001,0.00020338751133016926
ENSMUSG00000002221,Paxip1,0.0009460737933800016,2.0941163266135645e-05
ENSMUSG00000001588,Acap1,0.0013495276652000568,2.636782494433624e-05
ENSMUSG00000001750,Tcirg1,0.0011976047903899884,2.5617696079491294e-05
ENSMUSG00000001998,Ap4e1,0.000890471950310012,1.6790348118284467e-05
ENSMUSG00000020681,Ace,0.047136585365853655,0.001055760782845523
ENSMUSG00000001494,Sost,0.004716981131950066,0.00011007808185744213
ENSMUSG00000041420,Meis3,0.002638522427859942,5.39946219779284e-05
ENSMUSG00000004446,Bid,0.005102040815760014,0.0001157083289539339
ENSMUSG00000052974,Cyp2f2,0.0020325203258299896,4.3042341373832284e-05
ENSMUSG00000004356,Utp20,0.00035842293924000625,6.859634944505936e-06
ENSMUSG00000005220,Corin,0.0008976660681370319,1.7147339151871792e-05
ENSMUSG00000003418,St8sia6,0.002506265664359999,4.8349162569022874e-05
ENSMUSG00000003518,Dusp3,0.005376344086200061,0.00011982288943605688
ENSMUSG00000004267,Eno2,0.002298850574270016,4.840448081654728e-05
ENSMUSG00000002835,Chaf1a,0.0010964912280199929,2.3584386542068007e-05
ENSMUSG00000005474,Myl10,0.00675675675687994,0.0001659356101878443
ENSMUSG00000002658,Gtf2f1,0.0019646365423800077,4.832911880131693e-05
ENSMUSG00000003541,Ier3,0.006211180124519993,0.0001315037822016065
ENSMUSG00000007122,Casq1,0.0024630541872799755,6.215238924013937e-05
ENSMUSG00000003070,Efna2,0.004761904762740013,0.000109813169555527
ENSMUSG00000003882,Il7r,0.0021739130434200197,4.128472865191978e-05
ENSMUSG00000058638,Zfp110,0.0012004801924300147,2.3157010370479685e-05
ENSMUSG00000002741,Ykt6,0.005025125627999995,0.0001046924811815797
ENSMUSG00000003505,Psg18,0.19470970206227597,0.004047777851904733
ENSMUSG00000004637,Wwox,0.002409638554059966,4.8662592541897326e-05
ENSMUSG00000003354,Ccdc65,0.00202429149779001,4.777766789675228e-05
ENSMUSG00000005262,Ufd1,0.003246753246689992,6.444364457026022e-05
ENSMUSG00000031622,Sin3b,0.0009099181073599987,2.023126772644004e-05
ENSMUSG00000002771,Grin2d,0.0007552870090599814,1.6099645712329532e-05
ENSMUSG00000004451,Ralb,0.004830917873909967,0.00011338543730774098
ENSMUSG00000005103,Wdr1,0.0016474464582399945,3.3226196015495715e-05
ENSMUSG00000004508,Gab2,0.0014992503747599827,2.944717692165351e-05
ENSMUSG00000004934,Pias4,0.0019685039369799857,4.375525194583534e-05
ENSMUSG00000005514,Por,0.001472754050249978,3.1162097106657016e-05
ENSMUSG00000004945,Tmem242,0.0070921985818000015,0.00015349065792740464
ENSMUSG00000005233,Spc25,0.0044052863441900085,0.0001039861853137136
ENSMUSG00000030768,Disp1,0.0006570302238300219,1.2817598488330164e-05
ENSMUSG00000005470,Asf1b,0.004926108373969992,0.00011083398480460237
ENSMUSG00000005371,Fbxo11,0.0010741138557600076,2.0722926217950213e-05
ENSMUSG00000020456,Ogdh,0.0009765625000000165,1.90062580165778e-05
ENSMUSG00000021319,Sfrp4,0.0028409090909900046,5.716579909846633e-05
ENSMUSG00000003849,Nqo1,0.003636363636049974,7.583968017496463e-05
ENSMUSG00000003814,Calr,0.0023980815346200477,5.7570539536723864e-05
ENSMUSG00000003469,Phyhip,0.0030211480363399783,6.794582676885862e-05
ENSMUSG00000003585,Sec14l2,0.0024752475248400255,5.3562502251056106e-05
ENSMUSG00000003072,Atp5f1d,0.005917159763509931,0.00013943379322754168
ENSMUSG00000005397,Nid1,0.0008025682176499966,1.529828209918725e-05
ENSMUSG00000003235,Eif2b5,0.00139275766021998,2.676714248663357e-05
ENSMUSG00000042476,Abcb4,0.0007830853560599933,1.511166068356922e-05
ENSMUSG00000029925,Tbxas1,0.001872659176230024,3.663162043109484e-05
ENSMUSG00000030435,U2af2,0.017257221359841885,0.0005273791122901351
ENSMUSG00000005360,Slc1a3,0.001838235294379999,3.823438077033033e-05
ENSMUSG00000005483,Dnajb1,0.002932551319790024,6.1009020312623055e-05
ENSMUSG00000022905,Kpna1,0.0018552875695299915,3.7641896903581604e-05
ENSMUSG00000048440,Cyp4f16,0.0019047619049200356,3.872222370319778e-05
ENSMUSG00000002588,Pon1,0.002808988763960004,5.373306296852764e-05
ENSMUSG00000022702,Hira,0.0009842519677599904,1.839008540622963e-05
ENSMUSG00000063952,Brpf3,0.0008298755187200017,1.6996585144759762e-05
ENSMUSG00000004096,Cwc15,0.004347826086559967,0.00010102245839385412
ENSMUSG00000004530,Coro1c,0.0021052631573899912,4.290378196016225e-05
ENSMUSG00000003228,Grk5,0.0016920473775099865,3.373392020628704e-05
ENSMUSG00000004936,Map2k1,0.002538071066319973,5.2991798789715763e-05
ENSMUSG00000031398,Plxna3,0.0005339028298400202,1.0322927931972786e-05
ENSMUSG00000004894,Hapln2,0.0029239766085400066,6.3913173449435e-05
ENSMUSG00000003559,As3mt,0.00265251989359998,5.1966071221296625e-05
ENSMUSG00000057672,Pkn1,0.0010559662089400183,2.2590453668856116e-05
ENSMUSG00000002814,Top3a,0.000996015936105001,1.8531405581496447e-05
ENSMUSG00000005413,Hmox1,0.003448275862290021,7.833115583057584e-05
ENSMUSG00000003437,Paf1,0.0018656716422799733,4.1215615845599036e-05
ENSMUSG00000003484,Cyp4f18,0.0019047619047900218,3.850343647608422e-05
ENSMUSG00000058135,Gstm1,0.004566210045740057,0.00010827502090384315
ENSMUSG00000003549,Ercc1,0.14756916025491626,0.0030810065381516806
ENSMUSG00000004070,Hmox2,0.0031645569619600062,6.778371789642194e-05
ENSMUSG00000002846,Timmdc1,0.0034965034974599653,6.743523217483335e-05
ENSMUSG00000005161,Prdx2,0.005025125628259987,0.00010767576994108418
ENSMUSG00000003545,Fosb,0.0029498525074800304,6.169161865782593e-05
ENSMUSG00000002718,Cse1l,0.0010288065847600374,2.0014690392394507e-05
ENSMUSG00000004035,Gstm7,0.004566210045920061,0.00010572068813474568
ENSMUSG00000004814,Ccl24,0.008333333333169957,0.00018397038743958054
ENSMUSG00000002825,Qtrt1,0.002475247524590023,4.995401969888439e-05
ENSMUSG00000004948,Zp3,0.00235294117593001,4.654897822331537e-05
